,Name,Link,Distillery,Vintage,Country,Region,Size,Whisky Type,Bottles Produced,Distillery Staus,Strength,Warnings,Sold on,Cask No.,Cask Finish,Fill Level,Bottle No.,Cask Type,Batch No.,Winning Bid,Highest bid,Lot Id
4595,Macallan - 10 Years Old - Fine Oak (75cl),https://www.highlandwhiskyauctions.com/lot-070476/macallan-10-years-old-fine-oak-75cl/auction-7,Macallan,10YearsOld,Scotland,Speyside,75cl,SingleMaltWhisky,,Operational,40%,Box damage.,15/07/2022,,,,,,, £75.00,,70476
4596,The Glenlivet - Spectra,https://www.highlandwhiskyauctions.com/lot-070230/the-glenlivet-spectra/auction-7,Glenlivet,,Scotland,Speyside,60cl,SingleMaltWhisky,,Operational,40%,None,15/07/2022,,,,,,, £75.00,,70230
4597,Glenfarclas - 12 Years Old (1990's),https://www.highlandwhiskyauctions.com/lot-070028/glenfarclas-12-years-old-1990s/auction-7,Glenfarclas,12YearsOld,Scotland,Speyside,100cl,SingleMaltWhisky,,Operational,43%,Minor label lifting/damage.,15/07/2022,,,,,,, £75.00,,70028
4598,Macallan - 12 Years Old - Sherry Oak Cask,https://www.highlandwhiskyauctions.com/lot-070317/macallan-12-years-old-sherry-oak-cask/auction-7,Macallan,12YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Minor box creases.,15/07/2022,,,,,,, £75.00,,70317
4599,Macallan - 12 Years Old - Sherry Oak Cask,https://www.highlandwhiskyauctions.com/lot-070392/macallan-12-years-old-sherry-oak-cask/auction-7,Macallan,12YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Minor box wear/dent.,15/07/2022,,,,,,, £70.00,,70392
4600,Mortlach - 15 Years Old - G.O.T - Six Kingdoms,https://www.highlandwhiskyauctions.com/lot-070153/mortlach-15-years-old-got-six-kingdoms/auction-7,Mortlach,15YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,46%,Tube scratches/marks. ,15/07/2022,,,,,,, £70.00,,70153
4601,Macallan - Double Cask Gold,https://www.highlandwhiskyauctions.com/lot-070431/macallan-double-cask-gold/auction-7,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,15/07/2022,,,,,,, £70.00,,70431
4602,Glenlivet - 18 Years Old - Batch Reserve,https://www.highlandwhiskyauctions.com/lot-070457/glenlivet-18-years-old-batch-reserve/auction-7,Glenlivet,18YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,15/07/2022,,,,,,, £70.00,,70457
4603,Portknockie - Inaugural,https://www.highlandwhiskyauctions.com/lot-070487/portknockie-inaugural/auction-7,,,Scotland,Speyside,70cl,SingleMaltWhisky,,,43%,None,15/07/2022,,,,,,, £70.00,,70487
4604,Laphroaig - 10 Years Old - (1990's) & Miniature,https://www.highlandwhiskyauctions.com/lot-070356/laphroaig-10-years-old-1990s-miniature/auction-7,Laphroaig,10YearsOld,Scotland,Islay,75cl,SingleMaltWhisky,,Operational,40%,Rust form tin lid.,,,,,,,,, £70.00,70356
4605,Longrow - Hand Filled Distillery Exclusive ,https://www.highlandwhiskyauctions.com/lot-070424/longrow-hand-filled-distillery-exclusive/auction-7,Longrow,,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,57.7%,None,15/07/2022,,,,,,, £65.00,,70424
4606,Glenlivet - 18 Years Old (1990's),https://www.highlandwhiskyauctions.com/lot-070182/glenlivet-18-years-old-1990s/auction-7,Glenlivet,18YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Minor box creases.,15/07/2022,,,,,,, £65.00,,70182
4607,Glenrothes - 18 Years Old ,https://www.highlandwhiskyauctions.com/lot-070207/glenrothes-18-years-old/auction-7,Glenrothes,18YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Box wear/creases.,,,,,,,,, £65.00,70207
4608,Balvenie - The Creation Of A Classic,https://www.highlandwhiskyauctions.com/lot-070465/balvenie-the-creation-of-a-classic/auction-7,Balvenie,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,None,15/07/2022,,,,,,, £65.00,,70465
4609,Chivas Regal - 15 Years Old (XV) Balmain Paris  1 Litre,https://www.highlandwhiskyauctions.com/lot-070520/chivas-regal-15-years-old-xv-balmain-paris-1-litre/auction-7,Chivas,15YearsOld,Scotland,Speyside,100cl,BlendedWhisky,,Operational,40%,None,15/07/2022,,,,,,, £65.00,,70520
4610,Scapa - 12 Years Old - 1 Litre,https://www.highlandwhiskyauctions.com/lot-070024/scapa-12-years-old-1-litre/auction-7,Scapa,12YearsOld,Scotland,Islands,100cl,SingleMaltWhisky,,Operational,40%,Label lifting.,15/07/2022,,,,,,, £65.00,,70024
4611,Scapa - 16 Years Old - Distillery Reserve Collection,https://www.highlandwhiskyauctions.com/lot-070301/scapa-16-years-old-distillery-reserve-collection/auction-7,Scapa,16YearsOld,Scotland,Islands,50cl,SingleMaltWhisky,1644,Operational,50.9%,Minor label lifting.,,"626,627,628,630&631",,,1389,,,, £65.00,70301
4612,Kilkerran - 8 years Old - Cask Strength,https://www.highlandwhiskyauctions.com/lot-070159/kilkerran-8-years-old-cask-strength/auction-7,Glengyle,8YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,56.9%,None,,,,,,,,, £60.00,70159
4613,Chivas Regal - 15 Year Old (XV) Balmain Paris 1 Litre,https://www.highlandwhiskyauctions.com/lot-070162/chivas-regal-15-year-old-xv-balmain-paris-1-litre/auction-7,Chivas,15YearsOld,Scotland,,100cl,BlendedWhisky,2000,Operational,40%,None,,,,,0102,,,, £60.00,70162
4614,Bruichladdich - Rocks - 3rd Edition,https://www.highlandwhiskyauctions.com/lot-070181/bruichladdich-rocks-3rd-edition/auction-7,Bruichladdich,,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,46%,None,15/07/2022,,,,,,, £60.00,,70181
4615,Royal Lochnagar - 12 Years Old - 70cl & 5cl,https://www.highlandwhiskyauctions.com/lot-070220/royal-lochnagar-12-years-old-70cl-5cl/auction-7,RoyalLochnagar,12YearsOld,Scotland,Highland,80cl,SingleMaltWhisky,,Operational,40%,Label lifting/wear/damage.Box damage.,15/07/2022,,,,,,, £60.00,,70220
4616,Blair Athol - 8 Years Old - 75cl & 3cl,https://www.highlandwhiskyauctions.com/lot-070222/blair-athol-8-years-old-75cl-3cl/auction-7,BlairAthol,8YearsOld,Scotland,Highland,78cl,SingleMaltWhisky,,Operational,40%,Box wear.,,,,,,,,, £60.00,70222
4617,Macallan - Double Cask Gold,https://www.highlandwhiskyauctions.com/lot-070477/macallan-double-cask-gold/auction-7,Macallan,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Minor box marks.,15/07/2022,,,,,,, £60.00,,70477
4618,Linkwood - 12 Years - Old Flora & Fauna,https://www.highlandwhiskyauctions.com/lot-070227/linkwood-12-years-old-flora-fauna/auction-7,Linkwood,12YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,43%,Minor box marks.,15/07/2022,,,,,,, £60.00,,70227
4619,Balblair - Vintage 2004 - 1 Litre,https://www.highlandwhiskyauctions.com/lot-070491/balblair-vintage-2004-1-litre/auction-7,Balblair,,Scotland,Highland,100cl,SingleMaltWhisky,,,46%,Minor box mark/creases.,15/07/2022,,,,,,, £60.00,,70491
4620,Fettercairn - 16 Years Old - 1st Release 2020 - 1 Litre,https://www.highlandwhiskyauctions.com/lot-070499/fettercairn-16-years-old-1st-release-2020-1-litre/auction-7,Fettercairn,16YearsOld,Scotland,Highland,100cl,SingleMaltWhisky,,Operational,46.4%,Minor box marks.,15/07/2022,,,,,,, £60.00,,70499
4621,Tomatin - Maggie's Cancer Care - Limited Edition,https://www.highlandwhiskyauctions.com/lot-070282/tomatin-maggies-cancer-care-limited-edition/auction-7,Tomatin,,Scotland,Highland,70cl,SingleMaltWhisky,60,Operational,51.9%,Box wear.,,,,,60,,,, £60.00,70282
4622,Ardbeg - 8 Years Old - For Discussion - Commitee Release,https://www.highlandwhiskyauctions.com/lot-070049/ardbeg-8-years-old-for-discussion-commitee-release/auction-7,Ardbeg,8YearsOld,Scotland,Islay,70cl,SingleMaltWhisky,,Operational,50.8%,None,15/07/2022,,,,,,, £60.00,,70049
4623,Tomintoul - 18 Years Old - Gift Pack,https://www.highlandwhiskyauctions.com/lot-070323/tomintoul-18-years-old-gift-pack/auction-7,Tomintoul,18YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Minor box wear.,,,,,,,,, £60.00,70323
4624,Glenmorangie - 10 Years Old (1980s),https://www.highlandwhiskyauctions.com/lot-070355/glenmorangie-10-years-old-1980s/auction-7,Glenmorangie,10YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Minor label lifting.Scratch marks on glass.,15/07/2022,,,,,,, £60.00,,70355
4625,Moray Golf Club - 15 Years Old - Balfour,https://www.highlandwhiskyauctions.com/lot-070231/moray-golf-club-15-years-old-balfour/auction-7,,15YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,,46%,Minor label lifting.,15/07/2022,,,,,,, £55.00,,70231
4626,The Lakes - Mosaic - The Whiskymaker's Editions,https://www.highlandwhiskyauctions.com/lot-070497/the-lakes-mosaic-the-whiskymakers-editions/auction-7,TheLakes,,England,England,70cl,SingleMaltWhisky,,Operational,46.6%,None,15/07/2022,,,,,,, £55.00,,70497
4627,Glen Ord - 12 Years Old,https://www.highlandwhiskyauctions.com/lot-070018/glen-ord-12-years-old/auction-7,GlenOrd,12YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Label lifting.,15/07/2022,,,,,,, £55.00,,70018
4628,This is Anfield - Liverpool Football Club ,https://www.highlandwhiskyauctions.com/lot-070240/this-is-anfield-liverpool-football-club/auction-7,,,Scotland,,75cl,BlendedWhisky,,Other,40%,Label creases/wear.,15/07/2022,,,,,,, £52.00,,70240
4629,Pure Malt - 18 Years Old - Wallace & Young,https://www.highlandwhiskyauctions.com/lot-070382/pure-malt-18-years-old-wallace-young/auction-7,,18YearsOld,Scotland,,70cl,BlendedWhisky,,,40%,None,15/07/2022,,,,,,, £50.00,,70382
4630,Springbank - 10 Years Old,https://www.highlandwhiskyauctions.com/lot-070386/springbank-10-years-old/auction-7,Springbank,10YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Minor label wear.,15/07/2022,,,,,,, £50.00,,70386
4631,Ichiros Malt and Grain - Classical Edition - Chichibu,https://www.highlandwhiskyauctions.com/lot-070145/ichiros-malt-and-grain-classical-edition-chichibu/auction-7,Chichibu,,Japan,Japanese,70cl,BlendedWhisky,,Operational,48%,Box creases.,,,,,,,,, £50.00,70145
4632,Mortimer's Malt - 20 Years Old - Inchmurrin,https://www.highlandwhiskyauctions.com/lot-070157/mortimers-malt-20-years-old-inchmurrin/auction-7,Inchmurrin,20YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,,40%,Minor label wear.,,,,,,,,, £50.00,70157
4633,Bruichladdich - 2006 - Dunlossit Farm,https://www.highlandwhiskyauctions.com/lot-070161/bruichladdich-2006-dunlossit-farm/auction-7,Bruichladdich,,Scotland,Islay,70cl,SingleMaltWhisky,24000,Operational,50%,Minor tin scratches.,,,,,16386,,,, £50.00,70161
4634,Chichibu - Ichiro's Malt and Grain - World Blend - Limited Edition,https://www.highlandwhiskyauctions.com/lot-070174/chichibu-ichiros-malt-and-grain-world-blend-limited-edition/auction-7,Chichibu,,Japan,Japanese,70cl,BlendedWhisky,,Operational,48%,Minor box wear.,,,,,,,,, £50.00,70174
4635,Antiquary - 21 Years Old ,https://www.highlandwhiskyauctions.com/lot-070188/antiquary-21-years-old/auction-7,TheAntiquary,21YearsOld,Scotland,,70cl,BlendedWhisky,,Operational,43%,Box wear & label creasing.,15/07/2022,,,,,,, £50.00,,70188
4636,Glenallachie - 10 Years Old - Cask Strength Batch 7,https://www.highlandwhiskyauctions.com/lot-070485/glenallachie-10-years-old-cask-strength-batch-7/auction-7,Glenallachie,10YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,56.8%,None,15/07/2022,,,,,,, £50.00,,70485
4637,St. Lucia Distillers - 1931 Rum - Celebrating 81 Years,https://www.highlandwhiskyauctions.com/lot-070502/st-lucia-distillers-1931-rum-celebrating-81-years/auction-7,,,,,70cl,Rum,10025,,43%,None,15/07/2022,,,,,,, £50.00,,70502
4638,Highland Park - The Dolphins,https://www.highlandwhiskyauctions.com/lot-070253/highland-park-the-dolphins/auction-7,HighlandPark,,Scotland,Islands,70cl,SingleMaltWhisky,,Operational,40%,None,,,,,,,,, £50.00,70253
4639,Highland Park - 12 Years Old - Ness Of Brodgar's Legacy,https://www.highlandwhiskyauctions.com/lot-070254/highland-park-12-years-old-ness-of-brodgars-legacy/auction-7,HighlandPark,12YearsOld,Scotland,Islands,70cl,SingleMaltWhisky,5000,Operational,46%,None,15/07/2022,,,,,,, £50.00,,70254
4640,Nc'Nean - Organic Single Malt Batch 1,https://www.highlandwhiskyauctions.com/lot-070256/ncnean-organic-single-malt-batch-1/auction-7,NcNean,,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,46%,Minor box marks.,15/07/2022,,,,5040,,01, £50.00,,70256
4641,Old Pulteney - Dunnet head - Travel Release - 1 Litre,https://www.highlandwhiskyauctions.com/lot-070261/old-pulteney-dunnet-head-travel-release-1-litre/auction-7,OldPulteney,,Scotland,Highland,100cl,SingleMaltWhisky,,Operational,46%,Minor tube wear.,15/07/2022,,,,,,, £50.00,,70261
4642,Glenmorangie - 10 Years Old (1990's),https://www.highlandwhiskyauctions.com/lot-070273/glenmorangie-10-years-old-1990s/auction-7,Glenmorangie,10YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Label damage.Marks on glass.,15/07/2022,,,,,,, £50.00,,70273
4643,Glenmorangie - Port Wood Finish,https://www.highlandwhiskyauctions.com/lot-070025/glenmorangie-port-wood-finish/auction-7,Glenmorangie,,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,43%,None,15/07/2022,,,,,,, £50.00,,70025
4644,Bennachie - 10 Years Old - Vatted Malt Whisky,https://www.highlandwhiskyauctions.com/lot-070303/bennachie-10-years-old-vatted-malt-whisky/auction-7,,10YearsOld,Scotland,Scotland,70cl,BlendedWhisky,,,43%,Box wear/creases. ,15/07/2022,,,,,,, £50.00,,70303
4645,Glenmorangie - A Tale of Winter,https://www.highlandwhiskyauctions.com/lot-070328/glenmorangie-a-tale-of-winter/auction-7,Glenmorangie,13YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,46%,None,15/07/2022,,,,,,, £50.00,,70328
4646,Ledaig - Single Malt,https://www.highlandwhiskyauctions.com/lot-070349/ledaig-single-malt/auction-7,Tobermory,,Scotland,Islands,70cl,SingleMaltWhisky,,Operational,42%,Box damage/creases. ,15/07/2022,,,,,,, £50.00,,70349
4647,Black Bottle - 130th Anniversary Edition,https://www.highlandwhiskyauctions.com/lot-070105/black-bottle-130th-anniversary-edition/auction-7,,,Scotland,,70cl,BlendedWhisky,,,40%,Rust from tin lid.Label lifting.,15/07/2022,,,,,,, £50.00,,70105
4648,Springbank - 10 Years Old,https://www.highlandwhiskyauctions.com/lot-070330/springbank-10-years-old/auction-7,Springbank,10YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Label lifting/damage.,15/07/2022,,,,,,, £45.00,,70330
4649,Balblair - 10 Years Old,https://www.highlandwhiskyauctions.com/lot-070379/balblair-10-years-old/auction-7,Balblair,10YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Minor tube wear & rust from lid.,15/07/2022,,,,,,, £45.00,,70379
4650,Glenallachie - 10 Years Old - French Oak Finish,https://www.highlandwhiskyauctions.com/lot-070397/glenallachie-10-years-old-french-oak-finish/auction-7,Glenallachie,10YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,48%,None,15/07/2022,,,,,,, £45.00,,70397
4651,Ichiros Malt and Grain - Classical Edition - Chichibu,https://www.highlandwhiskyauctions.com/lot-070173/ichiros-malt-and-grain-classical-edition-chichibu/auction-7,Chichibu,,Japan,Japanese,70cl,BlendedWhisky,,Operational,48%,Box wear/damage.Minor label mark.,,,,,,,,, £45.00,70173
4652,Bimber - Palo Cortado No. 258-7/62 - Selfridges Exclusive,https://www.highlandwhiskyauctions.com/lot-070214/bimber-palo-cortado-no-258-762-selfridges-exclusive/auction-7,Bimber,,England,England,70cl,SingleMaltWhisky,950,Operational,51.5%,None,15/07/2022,,,,748,,, £45.00,,70214
4653,Bimber - Ex-Bourbon - Small Batch No.3,https://www.highlandwhiskyauctions.com/lot-070228/bimber-ex-bourbon-small-batch-no3/auction-7,Bimber,,England,England,70cl,SingleMaltWhisky,5000,Operational,51.6%,None,15/07/2022,,,,1043,,, £45.00,,70228
4654,White Peak - Wire Works - First Release,https://www.highlandwhiskyauctions.com/lot-070484/white-peak-wire-works-first-release/auction-7,WhitePeak,,England,England,70cl,SingleMaltWhisky,5016,Operational,50.3%,None,15/07/2022,,,,4124,,01/2022, £45.00,,70484
4655,Bimber - Palo Cortado No. 258-7/62 - Selfridges Exclusive,https://www.highlandwhiskyauctions.com/lot-070513/bimber-palo-cortado-no-258-762-selfridges-exclusive/auction-7,Bimber,,England,England,70cl,SingleMaltWhisky,950,Operational,51.5%,None,15/07/2022,258-7/62,,,741,,, £45.00,,70513
4656,Tamdhu - Fine Single Malt,https://www.highlandwhiskyauctions.com/lot-070009/tamdhu-fine-single-malt/auction-7,Tamdhu,,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,Minor label damage.,15/07/2022,,,,,,, £45.00,,70009
4657,Kilkerran - 16 Years Old,https://www.highlandwhiskyauctions.com/lot-070519/kilkerran-16-years-old/auction-7,Glengyle,16YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Label lifting.,15/07/2022,,,,,,, £45.00,,70519
4658,Nc'Nean - Quiet Rebels - Annabel,https://www.highlandwhiskyauctions.com/lot-070523/ncnean-quiet-rebels-annabel/auction-7,NcNean,,Scotland,Highland,70cl,SingleMaltWhisky,4504,Operational,48.5%,None,15/07/2022,,,,,,, £45.00,,70523
4659,Glen Morven - 16 Years Old - Speyside - 1 Litre,https://www.highlandwhiskyauctions.com/lot-070030/glen-morven-16-years-old-speyside-1-litre/auction-7,,16YearsOld,Scotland,Speyside,100cl,SingleMaltWhisky,,,43%,Label lifting.,15/07/2022,,,,,,, £45.00,,70030
4660,Arran - Single Cask Malt,https://www.highlandwhiskyauctions.com/lot-070284/arran-single-cask-malt/auction-7,Arran,,Scotland,Islands,70cl,SingleMaltWhisky,320,Operational,56%,Label lifting.,15/07/2022,,,,238,,, £45.00,,70284
4661,Talisker 100° Proof - Miniature - Gordon & Macphail,https://www.highlandwhiskyauctions.com/lot-070046/talisker-1000-proof-miniature-gordon-macphail/auction-7,Talisker,,Scotland,Islands,,SingleMaltWhisky,,Operational,57%,None,,,,,,,,, £45.00,70046
4662,Johnnie Walker - Swing Superior,https://www.highlandwhiskyauctions.com/lot-070143/johnnie-walker-swing-superior/auction-7,JohnnieWalker,,Scotland,,75cl,BlendedWhisky,,Operational,43%,Label marks.Box marks/scratches. ,,,,,,,,, £40.00,70143
4663,Springbank - 10 Years Old ,https://www.highlandwhiskyauctions.com/lot-070422/springbank-10-years-old/auction-7,Springbank,10YearsOld,Scotland,Campbeltown,70cl,SingleMaltWhisky,,Operational,46%,Minor label wear/tear.,15/07/2022,,,,,,, £40.00,,70422
4664,Cardhu - Distillery Exclusive - Batch No.1,https://www.highlandwhiskyauctions.com/lot-070183/cardhu-distillery-exclusive-batch-no1/auction-7,Cardhu,,Scotland,Speyside,70cl,SingleMaltWhisky,2502,Operational,48%,None,,,,,,,,, £40.00,70183
4665,Tomatin - 10 Years Old ,https://www.highlandwhiskyauctions.com/lot-070187/tomatin-10-years-old/auction-7,Tomatin,10YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Minor box marks.Rust from lid.,,,,,,,,, £40.00,70187
4666,Aberlour - 10 Years Old,https://www.highlandwhiskyauctions.com/lot-070480/aberlour-10-years-old/auction-7,Aberlour,10YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,15/07/2022,,,,,,, £40.00,,70480
4667,St. Lucia Distillers - 1931 Rum - Celebrating 82 Years,https://www.highlandwhiskyauctions.com/lot-070503/st-lucia-distillers-1931-rum-celebrating-82-years/auction-7,,,,,70cl,Rum,12532,,43%,None,15/07/2022,,,,,,, £40.00,,70503
4668,Ardnamurchan - AD/09.20.01,https://www.highlandwhiskyauctions.com/lot-070251/ardnamurchan-ad092001/auction-7,Ardnamurchan,,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,46.8%,None,15/07/2022,,,,,,, £40.00,,70251
4669,Glenlivet - 12 Years Old (1980's),https://www.highlandwhiskyauctions.com/lot-070004/glenlivet-12-years-old-1980s/auction-7,Glenlivet,12YearsOld,Scotland,Speyside,100cl,SingleMaltWhisky,,Operational,43%,Label lifting.,15/07/2022,,,,,,, £40.00,,70004
4670,Old Pulteney - 12 Years Old (1990's),https://www.highlandwhiskyauctions.com/lot-070005/old-pulteney-12-years-old-1990s/auction-7,OldPulteney,12YearsOld,Scotland,Highland,70cl,SingleMaltWhisky,,Operational,40%,Minor label lifting.,15/07/2022,,,,,,, £40.00,,70005
4671,Nc'Nean - Organic Single Malt Batch 7,https://www.highlandwhiskyauctions.com/lot-070521/ncnean-organic-single-malt-batch-7/auction-7,NcNean,,Scotland,Highland,70cl,SingleMaltWhisky,5040,Operational,46%,Minor label lifting.,15/07/2022,,,,,,07, £40.00,,70521
4672,Aberlour - 10 Year Old - Forest Reserve,https://www.highlandwhiskyauctions.com/lot-070274/aberlour-10-year-old-forest-reserve/auction-7,Aberlour,10YearsOld,Scotland,Speyside,70cl,SingleMaltWhisky,,Operational,40%,None,15/07/2022,,,,,,, £40.00,,70274
